orden,interseccion,color_todos,color_les,color_fall,color_transp,
299,Rio Moctezuma con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
300,Gomez Morin con Monte Blanco,#42f581,#c6cc14,#f54242,#00FFFFFF,
301,Real San Agustin con Eugenio Garza Laguera,#42f581,#c6cc14,#f54242,#00FFFFFF,
302,Gomez Morin con Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
303,Humberto Lobo con Manuel Santos,#42f581,#c6cc14,#f54242,#00FFFFFF,
304,Calzada Del Valle con Rio Guayalejo,#42f581,#c6cc14,#f54242,#00FFFFFF,
305,Rufino Tamayo con Frida Kahlo,#42f581,#c6cc14,#f54242,#00FFFFFF,
306,Gomez Morin con Rio San Lorenzo,#42f581,#c6cc14,#f54242,#00FFFFFF,
307,Alfonso Reyes con Monte Falco,#42f581,#c6cc14,#f54242,#00FFFFFF,
308,Lazaro Cardenas con Rio Tuxpan,#42f581,#c6cc14,#f54242,#00FFFFFF,
309,Gomez Morin con Via Collatina,#42f581,#c6cc14,#f54242,#00FFFFFF,
310,Alfonso Reyes con Hidalgo,#42f581,#c6cc14,#f54242,#00FFFFFF,
311,Alfonso Reyes con Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
312,Alfonso Reyes con Benito Juarez,#42f581,#c6cc14,#f54242,#00FFFFFF,
313,Alfonso Reyes con Jardines Coloniales,#42f581,#c6cc14,#f54242,#00FFFFFF,
314,Jose Vasconcelos con Rio Eufrates,#42f581,#c6cc14,#f54242,#00FFFFFF,
315,Gomez Morin con Via Savotino,#42f581,#c6cc14,#f54242,#00FFFFFF,
316,Diaz Ordaz con 20 De Noviembre,#42f581,#c6cc14,#f54242,#00FFFFFF,
317,Calzada Del Valle con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
318,Gomez Morin con Rio Panuco,#42f581,#c6cc14,#f54242,#00FFFFFF,
319,Alfonso Reyes con Barranca,#42f581,#c6cc14,#f54242,#00FFFFFF,
320,Lazaro Cardenas con Corporativo,#42f581,#c6cc14,#f54242,#00FFFFFF,
321,Alfonso Reyes con Manuel Gonzalez,#42f581,#c6cc14,#f54242,#00FFFFFF,
322,Lazaro Cardenas con Rio Blanco,#42f581,#c6cc14,#f54242,#00FFFFFF,
323,Alfonso Reyes con Degollado,#42f581,#c6cc14,#f54242,#00FFFFFF,
324,Eugenio Garza Laguera con Lomas Del Campestre,#42f581,#c6cc14,#f54242,#00FFFFFF,
325,Rio Orinoco con Rio Grijalva,#42f581,#c6cc14,#f54242,#00FFFFFF,
326,Alfonso Reyes con Diego De Montemayor,#42f581,#c6cc14,#f54242,#00FFFFFF,
327,Gomez Morin con Priv Cristal,#42f581,#c6cc14,#f54242,#00FFFFFF,
328,Lazaro Cardenas con Callejon Del Caballo,#42f581,#c6cc14,#f54242,#00FFFFFF,
329,Lazaro Cardenas con Paseo Gabriela,#42f581,#c6cc14,#f54242,#00FFFFFF,
330,Alfonso Reyes con Ticoman,#42f581,#c6cc14,#f54242,#00FFFFFF,
331,Jose Vasconcelos con Rio Presas,#42f581,#c6cc14,#f54242,#00FFFFFF,
332,Gomez Morin con Rio Hudson,#42f581,#c6cc14,#f54242,#00FFFFFF,
333,Jose Vasconcelos con Diego De Montemayor,#42f581,#c6cc14,#f54242,#00FFFFFF,
334,Roberto Garza Sada con Bosques Del Valle,#42f581,#c6cc14,#f54242,#00FFFFFF,
335,Lazaro Cardenas con Rio Tonala,#42f581,#c6cc14,#f54242,#00FFFFFF,
336,Alfonso Reyes con Rio Suchiate,#42f581,#c6cc14,#f54242,#00FFFFFF,
337,Jose Vasconcelos con Hidalgo,#42f581,#c6cc14,#f54242,#00FFFFFF,
338,Alfonso Reyes con Guerrero,#42f581,#c6cc14,#f54242,#00FFFFFF,
339,Roberto Garza Sada con Rio Akumal,#42f581,#c6cc14,#f54242,#00FFFFFF,
340,Jose Vasconcelos con Montes Himalaya,#42f581,#c6cc14,#f54242,#00FFFFFF,
341,Corregidora con Independencia,#42f581,#c6cc14,#f54242,#00FFFFFF,
342,Calzada San Pedro con Rio Sena,#42f581,#c6cc14,#f54242,#00FFFFFF,
343,Rufino Tamayo con Maria Izquierdo,#42f581,#c6cc14,#f54242,#00FFFFFF,
344,Alfonso Reyes con Sierra Azul,#42f581,#c6cc14,#f54242,#00FFFFFF,
345,Rio Grijalva con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
346,Alfonso Reyes con Altamirano,#42f581,#c6cc14,#f54242,#00FFFFFF,
347,Corregidora con Niños Heroes,#42f581,#c6cc14,#f54242,#00FFFFFF,
348,Alfonso Reyes con Manuel Doblado,#42f581,#c6cc14,#f54242,#00FFFFFF,
349,Real San Agustin con Alejandria,#42f581,#c6cc14,#f54242,#00FFFFFF,
350,Gomez Morin con Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
351,Humberto Lobo con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
352,Jose Vasconcelos con Paso De La Sierra,#42f581,#c6cc14,#f54242,#00FFFFFF,
353,Jose Vasconcelos con Priv. Jose Vasconcelos,#42f581,#c6cc14,#f54242,#00FFFFFF,
354,Alfonso Reyes con Juan I. Ramon,#42f581,#c6cc14,#f54242,#00FFFFFF,
355,Gomez Morin con Rio Parana,#42f581,#c6cc14,#f54242,#00FFFFFF,
356,Calzada San Pedro con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
357,Alfonso Reyes con A. Lopez Mateos,#42f581,#c6cc14,#f54242,#00FFFFFF,
358,Humberto Lobo con Rio Rhin,#42f581,#c6cc14,#f54242,#00FFFFFF,
359,Benito Juarez con Independencia,#42f581,#c6cc14,#f54242,#00FFFFFF,
360,Benito Juarez con Porfirio Diaz,#42f581,#c6cc14,#f54242,#00FFFFFF,
361,Alfonso Reyes con Los Aldama,#42f581,#c6cc14,#f54242,#00FFFFFF,
362,Rio Mississippi con Rio Moctezuma,#42f581,#c6cc14,#f54242,#00FFFFFF,
363,Alfonso Reyes con Morelos,#42f581,#c6cc14,#f54242,#00FFFFFF,
364,Alfonso Reyes con Gral Naranjo,#42f581,#c6cc14,#f54242,#00FFFFFF,
365,Ricardo Margain con Los Alamos,#42f581,#c6cc14,#f54242,#00FFFFFF,
366,Jose Vasconcelos con Privada Labastida,#42f581,#c6cc14,#f54242,#00FFFFFF,
367,Grafito con Cromo,#42f581,#c6cc14,#f54242,#00FFFFFF,
368,Rio Rosas con Rio San Lorenzo,#42f581,#c6cc14,#f54242,#00FFFFFF,
369,Ricardo Margain con Fresnos,#42f581,#c6cc14,#f54242,#00FFFFFF,
370,Rio Grijalva con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
371,Jose Vasconcelos con La Alianza,#42f581,#c6cc14,#f54242,#00FFFFFF,
372,Batallon De San Patricio con Lampazos,#42f581,#c6cc14,#f54242,#00FFFFFF,
373,Manuel J. Clouthier con Fierro,#42f581,#c6cc14,#f54242,#00FFFFFF,
374,Humberto Lobo con Rio Caura,#42f581,#c6cc14,#f54242,#00FFFFFF,
375,Humberto Lobo con Rio Nilo,#42f581,#c6cc14,#f54242,#00FFFFFF,
376,Ricardo Margain con Palmas,#42f581,#c6cc14,#f54242,#00FFFFFF,
377,Lomas Del Valle con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
378,Jose Vasconcelos con Rio Rodano,#42f581,#c6cc14,#f54242,#00FFFFFF,
379,Manuel J. Clouthier con Antonio I. Villarreal,#42f581,#c6cc14,#f54242,#00FFFFFF,
380,Rio Moctezuma con Rio Vistula,#42f581,#c6cc14,#f54242,#00FFFFFF,
381,Roberto Garza Sada con Mont Matre,#42f581,#c6cc14,#f54242,#00FFFFFF,
382,Alfonso Reyes con Convento,#42f581,#c6cc14,#f54242,#00FFFFFF,
383,Alfonso Reyes con Zaragoza,#42f581,#c6cc14,#f54242,#00FFFFFF,
384,Manuel J. Clouthier con Emiliano Zapata,#42f581,#c6cc14,#f54242,#00FFFFFF,
385,Callejon De Los Ayala con Centaya,#42f581,#c6cc14,#f54242,#00FFFFFF,
386,Alfonso Reyes con Cañada,#42f581,#c6cc14,#f54242,#00FFFFFF,
387,Eugenio Garza Laguera con Pedro Coronel,#42f581,#c6cc14,#f54242,#00FFFFFF,
388,Alfonso Reyes con Bosques De Tahiti,#42f581,#c6cc14,#f54242,#00FFFFFF,
389,Morones Prieto con Articulo 27,#42f581,#c6cc14,#f54242,#00FFFFFF,
390,Alfonso Reyes con El Caido,#42f581,#c6cc14,#f54242,#00FFFFFF,
391,Gomez Morin con Ant. Carr. A Chipinque,#42f581,#c6cc14,#f54242,#00FFFFFF,
392,Jeronimo Siller con Sierra Mojada,#42f581,#c6cc14,#f54242,#00FFFFFF,
393,Corregidora con Porfirio Diaz,#42f581,#c6cc14,#f54242,#00FFFFFF,
394,Eugenio Garza Laguera con Las Privanzas,#42f581,#c6cc14,#f54242,#00FFFFFF,
395,Enrique Garcia Leal con Antonio I. Villarreal,#42f581,#c6cc14,#f54242,#00FFFFFF,
396,Grafito con Aluminio,#42f581,#c6cc14,#f54242,#00FFFFFF,
397,Alfonso Reyes con Cuauhtemoc,#42f581,#c6cc14,#f54242,#00FFFFFF,
398,Gomez Morin con Rio Orinoco,#42f581,#c6cc14,#f54242,#00FFFFFF,
399,Alfonso Reyes con Jose Calderon,#42f581,#c6cc14,#f54242,#00FFFFFF,
400,Ricardo Margain con Los Nogales,#42f581,#c6cc14,#f54242,#00FFFFFF,
401,Real San Agustin con La Hacienda,#42f581,#c6cc14,#f54242,#00FFFFFF,
402,Gomez Morin con Rio Colorado,#42f581,#c6cc14,#f54242,#00FFFFFF,
403,Humberto Lobo con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
404,Rio Tamazunchale con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
405,Roberto Garza Sada con Baptisterio,#42f581,#c6cc14,#f54242,#00FFFFFF,
406,Las Torres con Division Del Norte,#42f581,#c6cc14,#f54242,#00FFFFFF,
407,Via Savotino con Via Servio Tulio,#42f581,#c6cc14,#f54242,#00FFFFFF,
408,Rio Mississippi con Rio Potosi,#42f581,#c6cc14,#f54242,#00FFFFFF,
409,Jose Vasconcelos con Ebanos,#42f581,#c6cc14,#f54242,#00FFFFFF,
410,Alfonso Reyes con Sierra Nevada,#42f581,#c6cc14,#f54242,#00FFFFFF,
411,Rio Rosas con Rio Colorado,#42f581,#c6cc14,#f54242,#00FFFFFF,
412,Roberto Garza Sada con Bosques De Irlanda,#42f581,#c6cc14,#f54242,#00FFFFFF,
413,Las Torres con Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
414,Fuentes Del Valle con Via Settembre,#42f581,#c6cc14,#f54242,#00FFFFFF,
415,Jimenez con 2 De Abril,#42f581,#c6cc14,#f54242,#00FFFFFF,
416,Rio Tamesis con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
417,Jose Vasconcelos con Priv. Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
418,Alfonso Reyes con Plutarco Elias Calles,#42f581,#c6cc14,#f54242,#00FFFFFF,
419,Roberto Garza Sada con San Angel,#42f581,#c6cc14,#f54242,#00FFFFFF,
420,Jose Vasconcelos con La Sierra,#42f581,#c6cc14,#f54242,#00FFFFFF,
421,Rio Tamazunchale con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
422,L. Garza Ayala con Plutarco Elias Calles,#42f581,#c6cc14,#f54242,#00FFFFFF,
423,Alfonso Reyes con Los Rayones,#42f581,#c6cc14,#f54242,#00FFFFFF,
424,Humberto Junco con Cristobal Colon,#42f581,#c6cc14,#f54242,#00FFFFFF,
425,Benito Juarez con Callejon De Los Arizpe,#42f581,#c6cc14,#f54242,#00FFFFFF,
426,Las Torres con Zinc,#42f581,#c6cc14,#f54242,#00FFFFFF,
427,Manuel J. Clouthier con Adan Hernandez,#42f581,#c6cc14,#f54242,#00FFFFFF,
428,Jose Vasconcelos con Bosques De Siberia,#42f581,#c6cc14,#f54242,#00FFFFFF,
429,Rio Rosas con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
430,Manuel J. Clouthier con Platino,#42f581,#c6cc14,#f54242,#00FFFFFF,
431,Roberto Garza Sada con Camilo Flammarion,#42f581,#c6cc14,#f54242,#00FFFFFF,
432,Gomez Morin con Priv. Savotino,#42f581,#c6cc14,#f54242,#00FFFFFF,
433,Rio Moctezuma con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
434,Jeronimo Siller con Monserrat,#42f581,#c6cc14,#f54242,#00FFFFFF,
435,Rio Moctezuma con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
436,Rio Moctezuma con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
437,Jose Vasconcelos con Rio Pilon,#42f581,#c6cc14,#f54242,#00FFFFFF,
438,Benito Juarez con Priv. Juarez,#42f581,#c6cc14,#f54242,#00FFFFFF,
439,Alfonso Reyes con Moralillo,#42f581,#c6cc14,#f54242,#00FFFFFF,
440,Lazaro Cardenas con Alto Claro,#42f581,#c6cc14,#f54242,#00FFFFFF,
441,Real San Agustin con Mar Adriatico,#42f581,#c6cc14,#f54242,#00FFFFFF,
442,Rio Rosas con Rio Panuco,#42f581,#c6cc14,#f54242,#00FFFFFF,
443,Rio Suchiate con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
444,Humberto Lobo con Rio Missouri,#42f581,#c6cc14,#f54242,#00FFFFFF,
445,Fuentes Del Valle con Via Valeria,#42f581,#c6cc14,#f54242,#00FFFFFF,
446,Roberto Garza Sada con Mirador De La Sierra,#42f581,#c6cc14,#f54242,#00FFFFFF,
447,Alfonso Reyes con Bosque,#42f581,#c6cc14,#f54242,#00FFFFFF,
448,Alfonso Reyes con Ladera,#42f581,#c6cc14,#f54242,#00FFFFFF,
449,Jose Vasconcelos con Priv. Tamazunchale,#42f581,#c6cc14,#f54242,#00FFFFFF,
450,L. Garza Ayala con Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
451,Plutarco Elias Calles con Diego Saldivar,#42f581,#c6cc14,#f54242,#00FFFFFF,
452,Santa Barbara con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
453,Jose Vasconcelos con Cerro De La Luz,#42f581,#c6cc14,#f54242,#00FFFFFF,
454,Porfirio Diaz con Zaragoza,#42f581,#c6cc14,#f54242,#00FFFFFF,
455,Jimenez con Reforma,#42f581,#c6cc14,#f54242,#00FFFFFF,
456,Gomez Morin con Cristal,#42f581,#c6cc14,#f54242,#00FFFFFF,
457,Jose Vasconcelos con Montes Apalaches,#42f581,#c6cc14,#f54242,#00FFFFFF,
458,Calzada Del Rosario con La Gloria,#42f581,#c6cc14,#f54242,#00FFFFFF,
459,Jose Vasconcelos con Rio Vistula,#42f581,#c6cc14,#f54242,#00FFFFFF,
460,Eugenio Garza Laguera con San Patricio,#42f581,#c6cc14,#f54242,#00FFFFFF,
461,Plutarco Elias Calles con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
462,Emiliano Zapata con Fco. I. Madero,#42f581,#c6cc14,#f54242,#00FFFFFF,
463,Alfonso Reyes con Bosques De Pirineos,#42f581,#c6cc14,#f54242,#00FFFFFF,
464,Rio Missouri con Rio Rosas,#42f581,#c6cc14,#f54242,#00FFFFFF,
465,Enrique Garcia Leal con Las Torres,#42f581,#c6cc14,#f54242,#00FFFFFF,
466,Alfonso Reyes con Camilo Flammarion,#42f581,#c6cc14,#f54242,#00FFFFFF,
467,Emiliano Zapata con Felipe Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
468,Lomas Del Valle con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
469,Manuel J. Clouthier con Landon,#42f581,#c6cc14,#f54242,#00FFFFFF,
470,Real San Agustin con Monte Blanco,#42f581,#c6cc14,#f54242,#00FFFFFF,
471,Rio Bravo con Rio Sena,#42f581,#c6cc14,#f54242,#00FFFFFF,
472,Rio Rosas con Rio Manzanares,#42f581,#c6cc14,#f54242,#00FFFFFF,
473,Calzada San Pedro con Via Latina,#42f581,#c6cc14,#f54242,#00FFFFFF,
474,Alfonso Reyes con Volcan,#42f581,#c6cc14,#f54242,#00FFFFFF,
475,Jeronimo Siller con Maria De Los Angeles,#42f581,#c6cc14,#f54242,#00FFFFFF,
476,Benito Juarez con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
477,Jimenez con Paras,#42f581,#c6cc14,#f54242,#00FFFFFF,
478,Alfonso Reyes con Cordillera,#42f581,#c6cc14,#f54242,#00FFFFFF,
479,Alfonso Reyes con Gral. Treviño,#42f581,#c6cc14,#f54242,#00FFFFFF,
480,Rio De La Plata con Rio Jordan,#42f581,#c6cc14,#f54242,#00FFFFFF,
481,Santa Barbara con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
482,Calzada San Pedro con Via Sacra,#42f581,#c6cc14,#f54242,#00FFFFFF,
483,Jimenez con Los Pinos,#42f581,#c6cc14,#f54242,#00FFFFFF,
484,Callejon De Capellania con Rio Jordan,#42f581,#c6cc14,#f54242,#00FFFFFF,
485,Fuentes Del Valle con Via Corso Pte.,#42f581,#c6cc14,#f54242,#00FFFFFF,
486,Rio Tamesis con Rio Sena,#42f581,#c6cc14,#f54242,#00FFFFFF,
487,Roberto Garza Sada con Sierra Verde,#42f581,#c6cc14,#f54242,#00FFFFFF,
488,Benito Juarez con Privada Fco I Madero,#42f581,#c6cc14,#f54242,#00FFFFFF,
489,Roberto Garza Sada con Barranca,#42f581,#c6cc14,#f54242,#00FFFFFF,
490,Jose Vasconcelos con Abasolo,#42f581,#c6cc14,#f54242,#00FFFFFF,
491,Jose Vasconcelos con Monte Everest,#42f581,#c6cc14,#f54242,#00FFFFFF,
492,Rio Orinoco con Rio Rosas,#42f581,#c6cc14,#f54242,#00FFFFFF,
493,Real San Agustin con Mar Mediterraneo,#42f581,#c6cc14,#f54242,#00FFFFFF,
494,Rio Tamazunchale con Rio Colorado,#42f581,#c6cc14,#f54242,#00FFFFFF,
495,Roberto Garza Sada con Sierra Bella,#42f581,#c6cc14,#f54242,#00FFFFFF,
496,Guillermo Prieto con Galeana,#42f581,#c6cc14,#f54242,#00FFFFFF,
497,Jose Vasconcelos con Calzada Del Valle,#42f581,#c6cc14,#f54242,#00FFFFFF,
498,L. Garza Ayala con Gral Naranjo,#42f581,#c6cc14,#f54242,#00FFFFFF,
499,Calzada Del Rosario con Ana Cristina,#42f581,#c6cc14,#f54242,#00FFFFFF,
500,Las Torres con Carbono,#42f581,#c6cc14,#f54242,#00FFFFFF,
501,Rio Tigris con Rio Ganges,#42f581,#c6cc14,#f54242,#00FFFFFF,
502,Roberto Garza Sada con Ing. Arturo Gonzalez,#42f581,#c6cc14,#f54242,#00FFFFFF,
503,Benito Juarez con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
504,Calzada San Pedro con Priv. San Pedro,#42f581,#c6cc14,#f54242,#00FFFFFF,
505,Humberto Lobo con Rio Potomac,#42f581,#c6cc14,#f54242,#00FFFFFF,
506,Alfonso Reyes con Bosques De Viena,#42f581,#c6cc14,#f54242,#00FFFFFF,
507,Via Savotino con Via Settembre,#42f581,#c6cc14,#f54242,#00FFFFFF,
508,Emiliano Zapata con A. B. De La Garza,#42f581,#c6cc14,#f54242,#00FFFFFF,
509,Los Soles con Casolar,#42f581,#c6cc14,#f54242,#00FFFFFF,
510,Alfonso Reyes con Meseta,#42f581,#c6cc14,#f54242,#00FFFFFF,
511,Jimenez con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
512,L. Garza Ayala con Guillermo Prieto,#42f581,#c6cc14,#f54242,#00FFFFFF,
513,Rio Moctezuma con Rio Hudson,#42f581,#c6cc14,#f54242,#00FFFFFF,
514,Calzada San Pedro con Via Augusta,#42f581,#c6cc14,#f54242,#00FFFFFF,
515,Gomez Morin con Aristoteles,#42f581,#c6cc14,#f54242,#00FFFFFF,
516,Jeronimo Siller con Alvaro Obregon,#42f581,#c6cc14,#f54242,#00FFFFFF,
517,Santa Barbara con L. Garza Ayala,#42f581,#c6cc14,#f54242,#00FFFFFF,
518,Cobalto con Cromo,#42f581,#c6cc14,#f54242,#00FFFFFF,
519,Guillermo Prieto con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
520,Rio Rosas con Rio Amazonas,#42f581,#c6cc14,#f54242,#00FFFFFF,
521,Rio Rosas con Rio Danubio,#42f581,#c6cc14,#f54242,#00FFFFFF,
522,Santa Barbara con 2 De Abril,#42f581,#c6cc14,#f54242,#00FFFFFF,
523,Cobalto con Uranio,#42f581,#c6cc14,#f54242,#00FFFFFF,
524,Rio Tamuin con Rio Necaxa,#42f581,#c6cc14,#f54242,#00FFFFFF,
525,Rio Moctezuma con Rio San Lorenzo,#42f581,#c6cc14,#f54242,#00FFFFFF,
526,Calzada Del Valle con Rio San Juan,#42f581,#c6cc14,#f54242,#00FFFFFF,
527,Rio Tamazunchale con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
528,Rio Suchiate con Sierra Nevada,#42f581,#c6cc14,#f54242,#00FFFFFF,
529,Genaro Garza Garcia con 5 De Mayo,#42f581,#c6cc14,#f54242,#00FFFFFF,
530,Lomas Del Valle con Moralillo,#42f581,#c6cc14,#f54242,#00FFFFFF,
531,Porfirio Diaz con Los Aldama,#42f581,#c6cc14,#f54242,#00FFFFFF,
532,Fuentes Del Valle con Via Corso Ote.,#42f581,#c6cc14,#f54242,#00FFFFFF,
533,Rio Suchiate con Rio Pilon,#42f581,#c6cc14,#f54242,#00FFFFFF,
534,Fuentes Del Valle con Via Servio Tulio,#42f581,#c6cc14,#f54242,#00FFFFFF,
535,Rufino Tamayo con Jose Clemente Orozco,#42f581,#c6cc14,#f54242,#00FFFFFF,
536,Via Savotino con Via Corso Ote.,#42f581,#c6cc14,#f54242,#00FFFFFF,
537,Jose Vasconcelos con Privada Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
538,Real San Agustin con Monte Everest,#42f581,#c6cc14,#f54242,#00FFFFFF,
539,Rio Suchiate con 16 De Sep.,#42f581,#c6cc14,#f54242,#00FFFFFF,
540,Humberto Junco con Jose Maria Escriva,#42f581,#c6cc14,#f54242,#00FFFFFF,
541,Jimenez con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
542,L. Garza Ayala con Manuel Gonzalez,#42f581,#c6cc14,#f54242,#00FFFFFF,
543,Alfonso Reyes con Priv. Escobedo,#42f581,#c6cc14,#f54242,#00FFFFFF,
544,Emiliano Zapata con Lucio Blanco,#42f581,#c6cc14,#f54242,#00FFFFFF,
545,Jose Vasconcelos con Padre Mier,#42f581,#c6cc14,#f54242,#00FFFFFF,
546,Rio Mississippi con Rio La Silla,#42f581,#c6cc14,#f54242,#00FFFFFF,
547,Cobalto con Aluminio,#42f581,#c6cc14,#f54242,#00FFFFFF,
548,Porfirio Diaz con Allende,#42f581,#c6cc14,#f54242,#00FFFFFF,
549,Rio Mississippi con Rio Suchiate,#42f581,#c6cc14,#f54242,#00FFFFFF,
550,L. Garza Ayala con 20 De Noviembre,#42f581,#c6cc14,#f54242,#00FFFFFF,
551,Via Savotino con Via Corso Pte.,#42f581,#c6cc14,#f54242,#00FFFFFF,
552,Hidalgo con Puebla,#42f581,#c6cc14,#f54242,#00FFFFFF,
553,Hidalgo con Reforma,#42f581,#c6cc14,#f54242,#00FFFFFF,
554,Rio Suchiate con Rio Elba,#42f581,#c6cc14,#f54242,#00FFFFFF,
555,Fuentes Del Valle con Monte Aventino,#42f581,#c6cc14,#f54242,#00FFFFFF,
556,Rio Mississippi con Rio Guayalejo,#42f581,#c6cc14,#f54242,#00FFFFFF,
557,Roberto Garza Sada con Bosque Negro,#42f581,#c6cc14,#f54242,#00FFFFFF,
558,Callejon De Capellania con San Patricio,#42f581,#c6cc14,#f54242,#00FFFFFF,
559,Corregidora con Paseo Del Seminario,#42f581,#c6cc14,#f54242,#00FFFFFF,
560,Manuel J. Clouthier con A. Ruiz Cortinez,#42f581,#c6cc14,#f54242,#00FFFFFF,
561,Benito Juarez con 2 De Abril,#42f581,#c6cc14,#f54242,#00FFFFFF,
562,Lazaro Cardenas con Paseo Belinda,#42f581,#c6cc14,#f54242,#00FFFFFF,
563,Manuel J. Clouthier con Felix I,#42f581,#c6cc14,#f54242,#00FFFFFF,
564,Plutarco Elias Calles con Cuauhtemoc,#42f581,#c6cc14,#f54242,#00FFFFFF,
565,Rio Moctezuma con Rio Manzanares,#42f581,#c6cc14,#f54242,#00FFFFFF,
566,Hidalgo con Libertad,#42f581,#c6cc14,#f54242,#00FFFFFF,
567,Rio De La Plata con Rio Balsas,#42f581,#c6cc14,#f54242,#00FFFFFF,
568,Humberto Junco con Casolar,#42f581,#c6cc14,#f54242,#00FFFFFF,
569,Alfonso Reyes con Sierra Linda,#42f581,#c6cc14,#f54242,#00FFFFFF,
570,Roberto Garza Sada con Mirador De Coatzacoalco,#42f581,#c6cc14,#f54242,#00FFFFFF,
571,Corregidora con Emilio Carranza,#42f581,#c6cc14,#f54242,#00FFFFFF,
572,Humberto Lobo con Callejon De Capellania,#42f581,#c6cc14,#f54242,#00FFFFFF,
573,Real San Agustin con Santa Cruz,#42f581,#c6cc14,#f54242,#00FFFFFF,
574,Manuel J. Clouthier con Flores Magon,#42f581,#c6cc14,#f54242,#00FFFFFF,
575,Jose Vasconcelos con Priv. Franco,#42f581,#c6cc14,#f54242,#00FFFFFF,
576,Real San Agustin con Encino,#42f581,#c6cc14,#f54242,#00FFFFFF,
577,Rio Grijalva con Rio Volga,#42f581,#c6cc14,#f54242,#00FFFFFF,
578,Fuentes Del Valle con Via Ostiensis,#42f581,#c6cc14,#f54242,#00FFFFFF,
579,Grafito con Uranio,#42f581,#c6cc14,#f54242,#00FFFFFF,
580,Porfirio Diaz con Matamoros,#42f581,#c6cc14,#f54242,#00FFFFFF,
581,Rio Tamesis con Rio Guadalquivir,#42f581,#c6cc14,#f54242,#00FFFFFF,
582,Rio Tamesis con Rio Nilo,#42f581,#c6cc14,#f54242,#00FFFFFF,
583,Bosques Del Valle con Bosques Del Istmo,#42f581,#c6cc14,#f54242,#00FFFFFF,
584,Fuentes Del Valle con Via Popilia,#42f581,#c6cc14,#f54242,#00FFFFFF,
585,Humberto Lobo con Rio Yukon,#42f581,#c6cc14,#f54242,#00FFFFFF,
586,Roberto Garza Sada con Bosques De Noruega,#42f581,#c6cc14,#f54242,#00FFFFFF,
587,Calzada Del Valle con Priv. Calzada Del Valle,#42f581,#c6cc14,#f54242,#00FFFFFF,
588,Rio Tamazunchale con Rio Missouri,#42f581,#c6cc14,#f54242,#00FFFFFF,
589,Rio Moctezuma con Rio Panuco,#42f581,#c6cc14,#f54242,#00FFFFFF,
590,Las Torres con Cromo,#42f581,#c6cc14,#f54242,#00FFFFFF,
591,Porfirio Diaz con Morelos,#42f581,#c6cc14,#f54242,#00FFFFFF,
592,Rio Mississippi con Rio Salinas,#42f581,#c6cc14,#f54242,#00FFFFFF,
593,Bosques Del Valle con Bosques De Pirineos,#42f581,#c6cc14,#f54242,#00FFFFFF,
594,Corregidora con 2 De Abril,#42f581,#c6cc14,#f54242,#00FFFFFF,
595,Rio Bravo con Rio De La Plata,#42f581,#c6cc14,#f54242,#00FFFFFF,
596,Morones Prieto con Callejon De Capellania,#42f581,#c6cc14,#f54242,#00FFFFFF,
597,L. Garza Ayala con Genaro Garza Garcia,#42f581,#c6cc14,#f54242,#00FFFFFF,
